# elotto v3 mode=649 focus=off score=high items=6258/6468 ranked=6210 excl=48 void=0 blocks=40 paused_ms=0 pass_mean=-0,000810 pass_sigma=0,996517 pass_chi2=6165,8305 pass_stouffer=-0,0638 v_eff=1,0062 null_flags=0 drift_t=2.54 unlimited=on runs_cap=500 rounds=14 run_s=2,00 run_segs=52174 gap_s=0,80
# nodes=master,192.168.178.145,192.168.178.103,192.168.178.155
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;z_ctr;block;k;skip_rank;z0;z1;z2;z3;round
57;293;5;13;23;24;26;40;0;0;0,526732;0,6253;0;4;0;0,677338;-1,041577;1,627468;-0,209764;1
58;203;3;22;23;24;26;41;0;0;0,822371;0,9210;0;4;0;1,412874;0,407827;0,662231;-0,838190;1
59;455;22;25;26;38;40;41;0;0;-0,404453;-0,3058;0;4;0;0,829027;-1,536269;-0,107359;0,005696;1
60;405;13;22;24;26;38;40;0;0;0,699782;0,7984;0;4;0;0,897132;0,337864;0,585458;-0,420890;1
61;295;5;13;23;24;38;40;0;0;-0,518374;-0,4198;0;4;0;-0,639570;0,433830;-0,188466;-0,642542;1
62;263;5;13;22;23;26;40;0;0;-0,611554;-0,5129;0;4;0;-1,243230;-0,000805;0,369378;-0,348451;1
63;99;3;5;23;24;38;40;0;0;-1,485778;-1,3872;0;4;0;-1,020960;-0,680619;0,347708;-1,617686;1
64;428;13;23;26;38;40;41;0;0;0,520231;0,6188;0;4;0;1,329910;-0,772871;-0,114788;0,598212;1
65;359;5;23;24;25;26;40;0;0;0,741264;0,8399;0;4;0;-0,975763;-0,498592;3,710250;-0,753368;1
66;140;3;13;22;23;38;41;0;0;-0,719594;-0,6210;0;4;0;-1,001766;1,547661;-0,550043;-1,435040;1
67;198;3;22;23;24;25;38;0;0;-0,333870;-0,2353;0;4;0;-0,412966;-1,239082;1,185403;-0,201096;1
68;10;3;5;13;22;24;40;0;0;1,210261;1,3089;0;4;0;1,632669;1,262238;0,683281;-1,157665;1
69;3;3;5;13;22;23;26;0;0;-0,424575;-0,3260;0;4;0;0,256943;-2,154169;1,013901;0,034176;1
70;65;3;5;22;23;25;41;0;0;-0,713712;-0,6151;0;4;0;-1,966384;0,483981;1,156303;-1,101324;1
71;106;3;5;23;25;38;41;0;0;0,379996;0,4786;0;4;0;0,036529;1,411450;-0,069591;-0,618396;1
72;348;5;22;24;25;40;41;0;0;0,339752;0,4384;0;4;0;-0,994956;0,750210;1,501783;-0,577533;1
73;306;5;13;23;26;40;41;0;0;-1,565028;-1,4664;0;4;0;-0,757826;-0,510356;-0,154413;-1,707461;1
74;413;13;22;26;38;40;41;0;0;-0,645297;-0,5467;0;4;0;-2,063589;0,822650;-0,405164;0,355509;1
75;181;3;13;23;38;40;41;0;0;0,315606;0,4142;0;4;0;-0,089775;1,843609;-0,850325;-0,272297;1
76;344;5;22;24;25;26;40;0;0;0,548402;0,6470;0;4;0;-0,365292;1,059161;1,444822;-1,041887;1
77;230;3;22;25;38;40;41;0;0;-1,289511;-1,1909;0;4;0;-1,247564;-0,478161;0,725383;-1,578680;1
78;326;5;22;23;24;25;41;0;0;0,029564;0,1282;0;4;0;0,572703;-0,982140;-0,184132;0,652696;1
79;76;3;5;22;24;26;38;0;0;-0,270100;-0,1715;0;4;0;-0,980097;1,527229;0,249265;-1,336597;1
80;20;3;5;13;22;38;41;0;0;-1,086124;-0,9875;0;4;0;-0,936138;-1,543079;0,606508;-0,299539;1
81;9;3;5;13;22;24;38;0;0;-1,516735;-1,4181;0;4;0;-0,564035;-0,285609;-0,077640;-2,106186;1
82;130;3;13;22;23;24;40;0;0;-0,007275;0,0913;0;4;0;-1,586852;-0,046002;0,726621;0,891684;1
83;63;3;5;22;23;25;38;0;0;-1,210881;-1,1123;0;4;0;0,052008;-2,323194;1,039286;-1,189861;1
84;271;5;13;22;24;25;41;0;0;0,062997;0,1616;0;4;0;-1,110116;-0,634803;2,056531;-0,185618;1
85;33;3;5;13;23;26;41;0;0;-0,873450;-0,7748;0;4;0;-0,572703;0,576232;0,802156;-2,552585;1
86;339;5;22;23;26;38;40;0;0;-0,973131;-0,8745;0;4;0;-0,156023;-1,647095;1,606417;-1,749562;1
87;373;5;24;25;26;38;40;0;0;-0,099217;-0,0006;0;4;0;-1,235801;1,026346;0,738385;-0,727364;1
88;84;3;5;22;25;26;41;0;0;-0,913075;-0,8145;0;4;0;-1,089065;-0,237935;-0,036777;-0,462373;1
89;249;3;24;25;26;40;41;0;0;0,133888;0,2325;0;4;0;-0,000000;-0,011330;2,200790;-1,921683;1
90;369;5;23;25;26;38;41;0;0;0,427051;0,5257;0;4;0;0,422253;-0,182832;0,539641;0,075040;1
91;129;3;13;22;23;24;38;0;0;0,814322;0,9129;0;4;0;-0,849458;1,319199;0,937747;0,221156;1
92;328;5;22;23;24;26;40;0;0;-0,122745;-0,0241;0;4;0;0,432778;-0,260843;0,272173;-0,689597;1
93;238;3;23;24;26;38;40;0;0;-1,370309;-1,2717;0;4;0;0,434635;-0,314089;0,520448;-3,381612;1
94;209;3;22;23;25;26;41;0;0;-0,490822;-0,3922;0;4;0;-1,415970;-0,565459;1,993998;-0,994213;1
95;259;5;13;22;23;25;38;0;0;0,070737;0,1693;0;4;0;-0,194410;0,127976;2,372292;-2,164385;1
96;167;3;13;23;24;26;40;0;0;-0,373186;-0,2746;0;4;0;-1,098352;-0,676904;0,048045;0,980839;1
97;157;3;13;22;25;40;41;0;0;-1,541500;-1,4429;0;4;0;-1,635764;-0,935085;-0,386590;-0,125561;1
98;100;3;5;23;24;38;41;0;0;-0,093954;0,0047;0;4;0;-0,092252;-1,016811;1,644185;-0,723030;1
99;64;3;5;22;23;25;40;0;0;-1,139060;-1,0405;0;4;0;-0,124447;-1,392009;-0,657773;-0,103891;1
100;303;5;13;23;25;40;41;0;0;0,983656;1,0823;0;4;0;-0,546080;-0,417485;1,969232;0,961646;1
101;5;3;5;13;22;23;40;0;0;0,749313;0,8479;0;4;0;0,647619;-0,115346;1,920940;-0,954588;1
102;284;5;13;22;26;38;40;0;0;-1,658827;-1,5602;0;4;0;-0,441446;-2,319479;0,548309;-1,105039;1
103;23;3;5;13;23;24;26;0;0;-0,487107;-0,3885;0;4;0;-0,138068;-0,115346;0,270316;-0,991117;1
104;434;13;25;26;38;40;41;0;0;2,703005;2,8016;0;4;0;1,897660;0,514938;1,150112;1,843300;1
105;41;3;5;13;24;26;38;0;0;-0,144724;-0,0461;0;4;0;0,983811;-0,805685;-0,077640;-0,389934;1
106;96;3;5;23;24;26;38;0;0;-1,084267;-0,9857;0;4;0;-2,233233;0,023342;-0,250380;0,291738;1
107;360;5;23;24;25;26;41;0;0;-0,546545;-0,4479;0;4;0;-0,715105;-1,509646;2,342573;-1,210911;1
108;307;5;13;23;38;40;41;0;0;-0,852709;-0,7541;0;4;0;-0,853173;-1,961617;1,618181;-0,508808;1
109;92;3;5;23;24;25;26;0;0;0,940007;1,0386;0;4;0;-0,212984;1,361300;2,139496;-1,407798;1
110;225;3;22;24;26;40;41;0;0;0,511873;0,6105;0;4;0;-1,646290;-0,347523;2,813738;0,203820;1
111;93;3;5;23;24;25;38;0;0;-0,019968;0,0786;0;4;0;0,919421;-2,067490;1,494353;-0,386219;1
112;173;3;13;23;25;26;40;0;0;-0,531995;-0,4334;0;4;0;-0,088537;-1,009382;1,335854;-1,301925;1
113;278;5;13;22;25;26;38;0;0;-0,037303;0,0613;0;4;0;-0,066867;-0,441632;1,007091;-0,573199;1
114;103;3;5;23;25;26;40;0;0;0,377210;0,4758;0;4;0;2,095165;-0,808162;-0,325915;-0,206668;1
115;213;3;22;23;26;38;40;0;0;-0,781817;-0,6832;0;4;0;0,625949;-1,486738;1,201501;-1,904347;1
116;327;5;22;23;24;26;38;0;0;-0,711236;-0,6126;0;4;0;-0,775162;-0,008235;-0,460268;-0,178807;1
117;268;5;13;22;24;25;26;0;0;0,202613;0,3012;0;4;0;0,287280;-0,036096;0,409622;-0,255580;1
118;73;3;5;22;24;25;38;0;0;-0,483393;-0,3848;0;4;0;0,930565;-0,265177;0,442436;-2,074610;1
119;184;3;13;24;25;26;41;0;0;0,039470;0,1381;0;4;0;-0,214841;-0,391481;0,383618;0,301644;1
120;17;3;5;13;22;26;40;0;0;-1,057334;-0,9587;0;4;0;-1,455595;-0,826117;-0,546328;0,713372;1
121;128;3;13;22;23;24;26;0;0;-0,527042;-0,4284;0;4;0;-1,139834;0,196700;0,686996;-0,797946;1
122;388;13;22;23;24;40;41;0;0;-1,799682;-1,7011;0;4;0;-1,483456;1,026965;-1,170420;-1,972452;1
123;51;3;5;13;25;38;41;0;0;0,251525;0,3501;0;4;0;0,461877;0,560135;0,441198;-0,960160;1
124;357;5;22;26;38;40;41;0;0;0,243476;0,3421;0;4;0;-0,218556;0,282141;0,168158;0,255209;1
125;423;13;23;24;38;40;41;0;0;-2,199026;-2,1004;0;4;0;-0,859984;-2,700869;-1,161133;0,323933;1
126;80;3;5;22;24;38;41;0;0;1,459155;1,5578;0;4;0;1,092780;-1,079964;1,232457;1,673037;1
127;332;5;22;23;24;40;41;0;0;0,071666;0,1703;0;4;0;0,314522;-0,605084;0,595364;-0,161471;1
128;264;5;13;22;23;26;41;0;0;0,779650;0,8783;0;4;0;-0,680433;0,457358;2,114730;-0,332354;1
129;122;3;5;25;26;38;40;0;0;-0,215924;-0,1173;0;4;0;-0,350432;-0,386528;0,140297;0,164815;1
130;13;3;5;13;22;25;38;0;0;1,715169;1,8138;0;4;0;1,786215;-0,195834;1,554410;0,285547;1
131;258;5;13;22;23;25;26;0;0;1,964062;2,0627;0;4;0;0,236511;0,953288;1,315422;1,422904;1
132;452;22;24;25;26;40;41;0;0;1,281153;1,3798;0;4;0;1,063680;0,984864;0,730336;-0,216575;1
133;377;5;24;26;38;40;41;0;0;0,373186;0,4718;0;4;0;-0,282327;0,970624;0,444294;-0,386219;1
134;447;22;23;25;26;40;41;0;0;0,608459;0,7071;0;4;0;-0,016098;-0,876886;1,367430;0,742471;1
135;83;3;5;22;25;26;40;0;0;-1,232550;-1,1339;0;4;0;-1,908805;-1,350527;1,368668;-0,574437;1
136;331;5;22;23;24;38;41;0;0;-2,468042;-2,3694;0;4;0;-1,867322;-1,014335;-0,561187;-1,493239;1
137;453;22;24;25;38;40;41;0;0;0,797915;0,8965;0;4;0;0,459401;1,538374;0,841781;-1,243726;1
138;458;23;24;25;26;40;41;0;0;0,187754;0,2864;0;4;0;0,836456;0,131691;-1,442222;0,849582;1
139;87;3;5;22;25;40;41;0;0;-0,916790;-0,8182;0;4;0;-1,090922;-1,164786;0,781724;-0,359596;1
140;105;3;5;23;25;38;40;0;0;-1,059501;-0,9609;0;4;0;-1,089065;0,137263;0,515495;-1,682695;1
141;297;5;13;23;24;40;41;0;0;1,529737;1,6283;0;4;0;2,041300;1,319818;0,942701;-1,244345;1
142;250;3;24;25;38;40;41;0;0;-1,104698;-1,0061;0;4;0;0,957188;-0,238554;-1,286199;-1,641832;1
143;16;3;5;13;22;26;38;0;0;-0,952390;-0,8538;0;4;0;-0,813548;-0,133920;0,565645;-1,522957;1
144;280;5;13;22;25;26;41;0;0;-0,733834;-0,6352;0;4;0;0,042721;-1,011239;0,346470;-0,845620;1
145;150;3;13;22;24;38;41;0;0;-0,035136;0,0635;0;4;0;-1,946572;0,386157;1,263414;0,226729;1
146;317;5;13;24;38;40;41;0;0;-2,305208;-2,2066;0;4;0;-0,837075;-1,476212;-0,608861;-1,688267;1
147;79;3;5;22;24;38;40;0;0;-0,251216;-0,1526;0;4;0;-0,724392;0,610285;0,483919;-0,872243;1
148;145;3;13;22;24;25;41;0;0;1,995639;2,0942;0;4;0;0,237749;0,766308;1,715386;1,271835;1
149;350;5;22;24;26;38;41;0;0;0,757980;0,8566;0;4;0;0,633998;-0,753058;0,660992;0,974029;1
150;354;5;22;25;26;38;41;0;0;0,111909;0,2105;0;4;0;-1,980006;-0,177879;2,123398;0,258305;1
151;380;13;22;23;24;25;38;0;0;1,477730;1,5763;0;4;0;-0,410489;1,537755;1,301182;0,527011;1
152;30;3;5;13;23;25;41;0;0;-0,061759;0,0368;0;4;0;-0,144878;0,087113;0,401573;-0,467326;1
153;415;13;23;24;25;26;40;0;0;1,615797;1,7144;0;4;0;2,265428;0,466026;1,568650;-1,068510;1
154;335;5;22;23;25;26;41;0;0;-0,369780;-0,2712;0;4;0;0,751634;-0,309755;0,706809;-1,888249;1
155;325;5;22;23;24;25;40;0;0;-0,459556;-0,3609;0;4;0;-1,079159;-0,027428;0,272173;-0,084698;1
156;456;23;24;25;26;38;40;0;0;1,166302;1,2649;0;4;0;0,302140;2,070214;0,663469;-0,703218;1
157;367;5;23;24;38;40;41;0;0;-1,799991;-1,7014;0;4;0;0,027861;-0,922702;-1,099219;-1,605922;1
158;156;3;13;22;25;38;41;0;0;0,163608;0,2622;0;4;0;-0,065629;0,100115;1,007710;-0,714981;1
159;6;3;5;13;22;23;41;0;0;-0,412192;-0,3136;0;4;0;0,447018;-0,276322;0,748910;-1,743990;1
160;62;3;5;22;23;25;26;0;0;-0,372876;-0,2743;0;4;0;-0,391915;0,293286;0,179303;-0,826426;1
161;58;3;5;22;23;24;26;0;0;0,818037;0,9166;0;4;0;1,713776;-0,298611;0,954464;-0,733555;1
162;425;13;23;25;26;38;41;0;0;-0,074761;0,0238;0;4;0;-2,440026;0,522367;2,078820;-0,310684;1
163;418;13;23;24;25;38;41;0;0;-0,135437;-0,0368;0;4;0;1,355295;-1,531316;1,618181;-1,713033;1
164;384;13;22;23;24;26;40;0;0;1,154229;1,2528;0;4;0;-0,293472;1,743309;1,134014;-0,275393;1
165;450;22;24;25;26;38;40;0;0;0,877783;0,9764;0;4;0;-0,683529;-0,624278;3,164170;-0,100796;1
166;392;13;22;23;25;38;40;0;0;-0,014085;0,0845;0;4;0;-0,952854;0,802218;1,054146;-0,931680;1
167;25;3;5;13;23;24;40;0;0;-1,218000;-1,1194;0;4;0;-0,824693;0,111878;-0,213850;-1,509336;1
168;252;3;25;26;38;40;41;0;0;-0,194255;-0,0956;0;4;0;0,639570;0,856702;0,259171;-2,143953;1
169;459;23;24;25;38;40;41;0;0;1,216143;1,3148;0;4;0;0,084822;0,165743;2,175406;0,006315;1
170;55;3;5;13;26;40;41;0;0;-0,624247;-0,5256;0;4;0;0,588182;-1,223604;-0,507941;-0,105130;1
171;288;5;13;23;24;25;26;0;0;-1,335327;-1,2367;0;4;0;-0,865556;-1,492310;0,612080;-0,924869;1
172;29;3;5;13;23;25;40;0;0;-0,638797;-0,5402;0;4;0;-0,142402;1,357585;-0,116027;-2,376750;1
173;300;5;13;23;25;26;41;0;0;-1,923819;-1,8252;0;4;0;-3,343968;0,170077;-0,484414;-0,189333;1
174;120;3;5;24;26;40;41;0;0;0,720523;0,8191;0;4;0;-0,716963;0,407827;2,982762;-1,232581;1
175;22;3;5;13;23;24;25;0;0;-1,617964;-1,5194;0;4;0;-1,403587;-0,942515;-1,225523;0,335697;1
176;12;3;5;13;22;25;26;0;0;-0,655203;-0,5566;0;4;0;0,868652;-0,766679;0,445532;-1,857911;1
177;57;3;5;22;23;24;25;0;0;0,049995;0,1486;0;4;0;0,214841;-1,307807;1,633040;-0,440084;1
178;245;3;23;25;38;40;41;0;0;0,777174;0,8758;0;4;0;-1,083493;0,424543;-0,411356;2,624653;1
179;154;3;13;22;25;26;41;0;0;0,060211;0,1588;0;4;0;-0,863698;0,460453;0,120484;0,403183;1
180;324;5;22;23;24;25;38;0;0;0,900692;0,9993;0;4;0;1,025913;-1,424824;0,966847;1,233448;1
181;37;3;5;13;24;25;26;0;0;0,177228;0,2758;0;4;0;-0,522553;-0,358048;0,820730;0,414328;1
182;163;3;13;23;24;25;38;0;0;-0,192398;-0,0938;0;4;0;0,656287;-1,402535;0,336564;0,024889;1
183;207;3;22;23;25;26;38;0;0;0,213448;0,3121;0;4;0;1,622762;-0,993284;1,069005;-1,271587;1
184;279;5;13;22;25;26;40;0;0;0,028326;0,1269;0;4;0;0,325667;0,470360;-0,216327;-0,523048;1
185;153;3;13;22;25;26;40;0;0;0,850232;0,9488;0;4;0;0,461877;-0,199548;1,160637;0,277498;1
186;178;3;13;23;26;38;40;0;0;-0,775936;-0,6773;0;4;0;-1,186270;-0,210074;1,400863;-1,556391;1
187;136;3;13;22;23;26;38;0;0;-0,766648;-0,6680;0;4;0;-1,958336;-1,019907;0,716096;0,728850;1
188;421;13;23;24;26;38;41;0;0;0,187754;0,2864;0;4;0;-0,591277;0,500697;-0,837323;1,303411;1
189;342;5;22;23;38;40;41;0;0;-0,293936;-0,1953;0;4;0;-1,955859;2,429934;-1,766650;0,704704;1
190;330;5;22;23;24;38;40;0;0;-0,600719;-0,5021;0;4;0;1,672294;-1,699102;0,164443;-1,339073;1
191;426;13;23;25;26;40;41;0;0;0,816179;0,9148;0;4;0;-0,270564;0,843081;1,253508;-0,193667;1
192;21;3;5;13;22;40;41;0;0;0,147510;0,2461;0;4;0;0,856888;-1,198219;1,699288;-1,062937;1
193;15;3;5;13;22;25;41;0;0;0,254930;0,3535;0;4;0;-0,030957;0,655482;-0,135220;0,020555;1
194;368;5;23;25;26;38;40;0;0;-1,109342;-1,0107;0;4;0;-0,939233;-0,206978;0,057332;-1,129804;1
195;229;3;22;25;26;40;41;0;0;-0,661704;-0,5631;0;4;0;-2,434453;1,097547;0,344613;-0,331115;1
196;125;3;5;25;38;40;41;0;0;-1,144632;-1,0460;0;4;0;-0,292233;-0,604465;1,398387;-2,790953;1
197;341;5;22;23;26;40;41;0;0;-0,818037;-0,7194;0;4;0;-0,288519;-0,136396;-0,000248;-1,210911;1
198;266;5;13;22;23;38;41;0;0;0,387426;0,4860;0;4;0;-0,045816;0,275950;1,484447;-0,939729;1
199;190;3;13;24;26;40;41;0;0;1,449559;1,5482;0;4;0;1,300191;-0,364858;1,244840;0,718944;1
200;176;3;13;23;25;38;41;0;0;-0,394237;-0,2956;0;4;0;-0,736775;0,122404;-0,161843;-0,012259;1
201;115;3;5;24;25;38;40;0;0;-1,526642;-1,4280;0;4;0;0,093490;-1,287994;-0,919669;-0,939110;1
202;239;3;23;24;26;38;41;0;0;-0,156487;-0,0579;0;4;0;0,260657;-0,862646;1,084483;-0,795469;1
203;175;3;13;23;25;38;40;0;0;0,029564;0,1282;0;4;0;-1,848129;0,043154;1,838594;0,025509;1
204;364;5;23;24;26;38;40;0;0;-0,087144;0,0115;0;4;0;-0,354147;-1,912705;1,711671;0,380894;1
205;111;3;5;23;38;40;41;0;0;2,627160;2,7258;0;4;0;0,289138;1,881996;3,393251;-0,310065;1
206;323;5;22;23;24;25;26;0;0;-0,119030;-0,0204;0;4;0;-0,868032;0,831317;-0,484414;0,283070;1
207;302;5;13;23;25;38;41;0;0;-0,667896;-0,5693;0;4;0;-2,308768;-0,088723;1,698669;-0,636970;1
208;222;3;22;24;25;40;41;0;0;0,660682;0,7886;1;4;0;-0,367768;2,025326;0,032009;-0,368202;1
209;152;3;13;22;25;26;38;0;0;0,268458;0,3964;1;4;0;0,999290;-1,030742;0,534131;0,034238;1
210;143;3;13;22;24;25;38;0;0;1,217598;1,3455;1;4;0;0,439588;-0,017831;1,695635;0,317804;1
211;312;5;13;24;25;38;41;0;0;-0,649724;-0,5218;1;4;0;0,357243;0,362320;-2,110829;0,091818;1
212;265;5;13;22;23;38;40;0;0;-0,984678;-0,8568;1;4;0;-0,939233;-1,606541;0,913663;-0,337245;1
213;353;5;22;25;26;38;40;0;0;0,992232;1,1201;1;4;0;-0,382628;0,355509;1,145221;0,866361;1
214;427;13;23;25;38;40;41;0;0;2,197075;2,3250;1;4;0;1,450642;1,874876;0,347770;0,720863;1
215;333;5;22;23;25;26;38;0;0;2,143830;2,2717;1;4;0;-0,486643;1,171534;1,860326;1,742442;1
216;60;3;5;22;23;24;40;0;0;-0,455005;-0,3271;1;4;0;-1,099590;-0,142897;-0,226171;0,558649;1
217;168;3;13;23;24;26;41;0;0;-0,969509;-0,8416;1;4;0;-2,533515;-0,158376;1,365015;-0,612142;1
218;40;3;5;13;24;25;41;0;0;1,215122;1,3430;1;4;0;1,396777;0,970314;-0,114726;0,177879;1
219;251;3;24;26;38;40;41;0;0;-0,792436;-0,6645;1;4;0;0,377055;-0,421510;0,339721;-1,880138;1
220;104;3;5;23;25;26;41;0;0;-0,508561;-0,3807;1;4;0;-0,151689;0,872490;-1,446494;-0,291429;1
