# elotto v3 mode=649 focus=on items=5005/5005 blocks=49 paused_ms=0
order,item,n1,n2,n3,n4,n5,n6,e1,e2,z_raw,block
192,1970,4,27,30,35,38,39,0,0,-2.631610,1
193,1575,4,19,22,27,30,35,0,0,-2.402071,1
194,2838,5,19,22,26,29,38,0,0,-2.457725,1
195,1808,4,22,27,29,30,36,0,0,-1.578444,1
196,3993,8,26,29,30,35,39,0,0,-2.460122,1
197,17,4,5,8,17,22,38,0,0,-3.107199,1
198,1242,4,17,19,22,36,39,0,0,-3.082434,1
199,3162,5,22,35,38,39,41,0,0,-2.862215,1
200,360,4,5,17,29,36,38,0,0,-3.765195,1
201,4786,19,29,35,36,38,41,0,0,-1.238928,1
202,3990,8,26,27,38,39,41,0,0,-1.285262,1
203,2293,5,8,22,26,27,39,0,0,-1.009389,1
204,2697,5,17,22,35,39,41,0,0,0.373175,1
205,2475,5,8,29,35,36,41,0,0,-1.881213,1
206,425,4,5,19,26,27,36,0,0,-1.386718,1
207,4170,17,19,26,27,29,39,0,0,-2.104282,2
208,3965,8,26,27,29,36,38,0,0,-2.489599,2
209,1059,4,8,22,29,36,38,0,0,-2.818731,2
210,4142,17,19,22,29,36,41,0,0,-0.695090,2
211,841,4,8,17,27,36,39,0,0,-2.632330,2
212,4528,17,29,30,35,39,41,0,0,-1.448416,2
213,4636,19,22,29,30,35,38,0,0,-0.179025,2
214,180,4,5,8,27,36,38,0,0,-1.542150,2
215,3765,8,19,27,29,35,36,0,0,-0.237342,2
216,1711,4,19,27,35,39,41,0,0,-3.106055,2
217,4839,22,26,29,30,38,41,0,0,-0.692959,2
218,2244,5,8,19,27,35,38,0,0,-0.261840,2
219,3875,8,22,26,30,39,41,0,0,0.203896,2
220,2407,5,8,26,29,39,41,0,0,-1.780743,2
221,591,4,5,26,27,29,35,0,0,-1.308882,2
222,846,4,8,17,29,30,35,0,0,-1.489425,2
223,3740,8,19,26,30,35,36,0,0,-2.300270,2
224,1590,4,19,22,29,30,35,0,0,-1.259619,2
225,2788,5,17,27,35,39,41,0,0,-0.288203,2
226,276,4,5,17,22,27,35,0,0,-0.041621,2
227,4466,17,26,29,35,38,39,0,0,-3.618658,2
228,251,4,5,17,19,30,35,0,0,-1.369595,2
229,2365,5,8,22,35,38,39,0,0,-1.973002,2
230,2092,5,8,17,26,29,35,0,0,-1.952498,2
231,4335,17,22,26,30,38,39,0,0,-1.583424,2
232,28,4,5,8,17,27,29,0,0,-0.179557,2
233,2519,5,17,19,22,30,35,0,0,-2.828051,2
234,3574,8,17,27,30,39,41,0,0,-0.760863,2
235,1106,4,8,26,29,30,35,0,0,-1.063365,2
236,2745,5,17,26,30,38,39,0,0,-1.670234,2
237,4727,19,26,30,35,36,41,0,0,-1.020759,2
238,1510,4,17,29,30,36,38,0,0,0.935920,2
239,387,4,5,19,22,26,29,0,0,-1.693135,2
240,3110,5,22,27,30,35,38,0,0,-4.038859,2
241,477,4,5,19,29,35,38,0,0,-0.106861,2
242,995,4,8,19,35,38,41,0,0,0.169013,2
243,3758,8,19,26,36,39,41,0,0,-3.001936,2
244,565,4,5,22,29,36,39,0,0,-2.682658,2
245,2819,5,17,30,36,38,39,0,0,-1.483300,2
246,3002,5,19,27,38,39,41,0,0,-0.286605,2
247,2653,5,17,22,27,30,36,0,0,-2.392937,2
248,97,4,5,8,19,36,41,0,0,-2.150882,2
249,3579,8,17,27,35,38,41,0,0,-0.206719,2
250,4045,8,27,29,38,39,41,0,0,1.247210,2
251,2428,5,8,27,29,30,35,0,0,-2.317578,2
252,41,4,5,8,17,30,35,0,0,-1.866754,2
253,2366,5,8,22,35,38,41,0,0,-2.672273,2
254,395,4,5,19,22,27,30,0,0,-2.127449,2
255,4396,17,22,29,35,38,39,0,0,-1.087331,2
256,362,4,5,17,29,36,41,0,0,-1.611650,2
257,4064,8,29,30,35,38,39,0,0,-1.161625,2
258,1793,4,22,26,30,36,41,0,0,-1.170412,2
259,2544,5,17,19,26,29,38,0,0,-1.304089,2
260,3679,8,19,22,29,36,39,0,0,0.259550,2
261,4127,17,19,22,27,36,41,0,0,-0.271693,2
262,4098,17,19,22,26,30,39,0,0,-2.034515,2
263,2491,5,8,30,36,39,41,0,0,-1.044991,2
264,434,4,5,19,26,29,41,0,0,-1.059371,2
265,2560,5,17,19,26,38,41,0,0,-1.502472,2
266,30,4,5,8,17,27,35,0,0,-0.187546,2
267,1351,4,17,22,26,35,39,0,0,-1.388235,2
268,3499,8,17,26,27,29,41,0,0,-0.879361,2
269,3630,8,19,22,26,29,38,0,0,-1.206361,2
270,1206,4,8,35,36,38,39,0,0,-1.776748,2
271,3379,8,17,19,29,30,41,0,0,-1.998832,2
272,1763,4,22,26,27,35,38,0,0,-1.039932,2
273,3024,5,19,30,35,36,39,0,0,-0.288469,2
274,1845,4,22,29,30,35,41,0,0,-0.792018,2
275,1946,4,26,36,38,39,41,0,0,-0.805066,2
276,2338,5,8,22,29,30,36,0,0,-1.230860,2
277,3671,8,19,22,29,30,38,0,0,-1.987382,2
278,2196,5,8,19,22,35,39,0,0,-1.859564,2
279,4513,17,27,30,35,39,41,0,0,-0.003542,2
280,1644,4,19,26,27,38,41,0,0,-1.111829,2
281,181,4,5,8,27,36,39,0,0,-1.076147,2
282,2564,5,17,19,27,29,36,0,0,-2.191091,2
283,191,4,5,8,29,35,36,0,0,-1.111829,2
284,4415,17,22,35,36,39,41,0,0,-0.204322,2
285,994,4,8,19,35,38,39,0,0,-2.171653,2
286,2920,5,19,26,27,30,38,0,0,-1.822017,2
287,3913,8,22,27,35,36,41,0,0,-1.276661,2
288,2678,5,17,22,29,36,41,0,0,-2.255800,2
289,2732,5,17,26,29,36,38,0,0,0.249432,2
290,1881,4,26,27,29,30,41,0,0,-0.761395,2
291,519,4,5,22,26,30,35,0,0,-0.082362,2
292,1714,4,19,27,36,39,41,0,0,0.200967,2
293,3888,8,22,27,29,30,38,0,0,-2.686386,2
294,4182,17,19,26,27,36,39,0,0,-3.738753,2
295,1835,4,22,27,35,38,39,0,0,-1.757044,2
296,3060,5,22,26,29,30,36,0,0,-1.104373,2
297,3612,8,17,30,36,38,41,0,0,-1.736007,2
298,4639,19,22,29,30,36,38,0,0,-1.405544,2
299,1533,4,17,30,36,38,41,0,0,-1.902170,2
300,3200,5,26,29,30,35,38,0,0,-1.168282,2
301,3871,8,22,26,30,36,39,0,0,-0.623458,2
302,1671,4,19,26,35,36,38,0,0,-0.411494,2
303,3159,5,22,35,36,38,39,0,0,-2.686386,2
304,3954,8,22,35,38,39,41,0,0,-0.707605,2
305,2431,5,8,27,29,30,39,0,0,-1.725355,2
306,2639,5,17,22,26,35,41,0,0,-2.770000,2
307,1655,4,19,26,29,36,38,0,0,-3.740351,2
308,1152,4,8,27,29,36,41,0,0,-2.283227,2
309,3479,8,17,22,30,36,39,0,0,-1.551469,2
310,1055,4,8,22,29,35,36,0,0,-2.150030,3
311,2462,5,8,27,38,39,41,0,0,-2.737194,3
312,2778,5,17,27,30,36,39,0,0,-2.633075,3
313,2980,5,19,27,29,38,39,0,0,-1.254239,3
314,274,4,5,17,22,27,29,0,0,-1.664588,3
315,4555,19,22,26,27,35,36,0,0,-2.091980,3
316,2241,5,8,19,27,30,39,0,0,-2.319654,3
317,2772,5,17,27,29,39,41,0,0,0.027667,3
318,2822,5,17,30,38,39,41,0,0,-4.191388,3
319,401,4,5,19,22,29,30,0,0,-1.907442,3
320,3845,8,22,26,27,36,38,0,0,-2.985107,3
321,4012,8,26,30,35,36,39,0,0,-2.610441,3
322,3505,8,17,26,27,35,36,0,0,-3.189349,3
323,3384,8,17,19,29,36,38,0,0,-1.524255,3
324,2311,5,8,22,26,36,39,0,0,-1.531977,3
325,1968,4,27,30,35,36,39,0,0,-5.311126,3
326,2549,5,17,19,26,30,38,0,0,-1.253707,3
327,4558,19,22,26,27,35,41,0,0,-3.452175,3
328,3718,8,19,26,27,35,41,0,0,-3.307847,3
329,4245,17,19,27,30,38,41,0,0,-1.993187,3
330,1378,4,17,22,27,38,41,0,0,-2.581682,3
331,1744,4,19,30,36,39,41,0,0,-2.812020,3
332,1773,4,22,26,29,30,36,0,0,-1.271282,3
333,1429,4,17,26,27,35,41,0,0,-1.531977,3
334,4547,19,22,26,27,29,38,0,0,-2.801369,3
335,3253,5,27,29,38,39,41,0,0,-1.148790,3
336,837,4,8,17,27,35,38,0,0,-2.426170,3
337,3106,5,22,27,29,38,39,0,0,-1.279537,3
338,3890,8,22,27,29,30,41,0,0,-2.387825,3
339,2212,5,8,19,26,29,35,0,0,-2.556118,3
340,4103,17,19,22,26,35,41,0,0,-1.873091,3
341,2719,5,17,26,27,36,41,0,0,-2.502328,3
342,3791,8,19,27,36,38,39,0,0,-1.384987,3
343,4397,17,22,29,35,38,41,0,0,-3.107333,3
344,4399,17,22,29,36,38,39,0,0,-3.383473,3
345,1171,4,8,27,35,39,41,0,0,-1.039080,3
346,2417,5,8,26,30,39,41,0,0,-4.603068,3
347,2451,5,8,27,30,38,41,0,0,-2.299151,3
348,2798,5,17,29,30,36,39,0,0,-1.286726,3
349,1951,4,27,29,30,36,38,0,0,-2.263734,3
350,33,4,5,8,17,27,39,0,0,-3.747754,3
351,4836,22,26,29,30,36,39,0,0,-2.728672,3
352,2881,5,19,22,29,30,41,0,0,-2.451467,3
353,4385,17,22,29,30,35,39,0,0,-1.716514,3
354,1203,4,8,30,36,38,41,0,0,-0.459639,3
355,1583,4,19,22,27,35,41,0,0,-2.384096,3
356,1783,4,22,26,29,36,41,0,0,-1.382324,3
357,4545,19,22,26,27,29,35,0,0,-3.047684,3
358,448,4,5,19,26,38,41,0,0,-3.584253,3
359,45,4,5,8,17,30,41,0,0,-1.659529,3
360,3744,8,19,26,30,36,38,0,0,-3.295864,3
361,1321,4,17,19,35,36,38,0,0,-2.569166,3
362,4071,8,29,35,36,38,39,0,0,-0.391203,3
363,4920,22,30,36,38,39,41,0,0,-1.436380,3
364,3475,8,17,22,30,35,38,0,0,-2.667693,3
365,300,4,5,17,22,38,41,0,0,-2.569699,3
366,2673,5,17,22,29,35,38,0,0,0.441744,3
367,48,4,5,8,17,35,39,0,0,-0.741104,3
368,1730,4,19,29,35,38,41,0,0,-2.294091,3
369,1088,4,8,26,27,29,38,0,0,-2.210743,3
370,2199,5,8,19,22,36,39,0,0,-0.640181,3
371,1757,4,22,26,27,30,35,0,0,-0.732849,3
372,3716,8,19,26,27,35,38,0,0,-1.655002,3
373,3054,5,22,26,27,36,39,0,0,-0.827914,3
374,1917,4,26,29,30,36,39,0,0,-3.860925,3
375,572,4,5,22,30,35,39,0,0,-2.484221,3
376,3167,5,26,27,29,30,39,0,0,-2.471173,3
377,3118,5,22,27,30,39,41,0,0,-2.386760,3
378,4367,17,22,27,30,36,38,0,0,-3.209853,3
379,968,4,8,19,29,30,38,0,0,-4.182867,3
380,1369,4,17,22,27,30,41,0,0,-1.994252,3
381,3878,8,22,26,35,36,41,0,0,-2.245894,3
382,2721,5,17,26,27,38,41,0,0,-2.073073,3
383,1809,4,22,27,29,30,38,0,0,-1.954309,3
384,3607,8,17,30,35,36,41,0,0,-3.137690,3
385,2606,5,17,19,30,38,41,0,0,-2.737992,3
386,4352,17,22,27,29,30,41,0,0,-2.053900,3
387,2383,5,8,26,27,35,36,0,0,-2.820009,3
388,3396,8,17,19,30,36,41,0,0,-0.831642,3
389,4037,8,27,29,35,36,39,0,0,-2.660237,3
390,4939,26,27,29,36,38,41,0,0,-2.162812,3
391,2045,5,8,17,19,38,39,0,0,-0.649235,3
392,2275,5,8,19,30,38,39,0,0,-1.866700,3
393,2862,5,19,22,27,30,35,0,0,-2.684735,3
394,3495,8,17,26,27,29,35,0,0,-1.543960,3
395,4307,17,22,26,27,36,38,0,0,-2.430963,3
396,881,4,8,19,22,26,27,0,0,-0.835370,3
397,4256,17,19,27,38,39,41,0,0,-0.771194,3
398,2194,5,8,19,22,35,36,0,0,-2.318590,3
399,4527,17,29,30,35,38,41,0,0,-3.356578,3
400,4516,17,27,30,36,39,41,0,0,-2.278647,3
401,2504,5,17,19,22,26,39,0,0,-2.662100,3
402,511,4,5,22,26,27,39,0,0,-2.771278,3
403,4647,19,22,29,35,36,41,0,0,-2.685267,3
404,4220,17,19,26,36,39,41,0,0,-3.738168,3
405,3735,8,19,26,29,36,39,0,0,-1.426261,3
406,2064,5,8,17,22,29,35,0,0,-0.556035,3
407,4448,17,26,27,35,39,41,0,0,-2.181186,3
408,3545,8,17,26,35,39,41,0,0,-0.743234,3
409,570,4,5,22,30,35,36,0,0,-0.862797,3
410,3040,5,22,26,27,29,36,0,0,-1.043606,3
411,3503,8,17,26,27,30,39,0,0,-1.375134,3
412,854,4,8,17,29,35,41,0,0,-1.081419,3
413,218,4,5,8,36,38,41,0,0,-3.641052,4
414,3362,8,17,19,27,30,38,0,0,-1.266036,4
415,773,4,8,17,22,27,38,0,0,-2.986518,4
416,2459,5,8,27,36,38,39,0,0,-0.866339,4
417,1578,4,19,22,27,30,39,0,0,-1.502233,4
418,3831,8,22,26,27,29,35,0,0,-2.112031,4
419,2744,5,17,26,30,36,41,0,0,-3.101288,4
420,687,4,5,29,30,36,41,0,0,-2.228399,4
421,2682,5,17,22,30,35,36,0,0,-2.478709,4
422,2532,5,17,19,22,38,41,0,0,0.294408,4
423,203,4,5,8,30,35,39,0,0,-1.576794,4
424,1219,4,17,19,22,27,29,0,0,-2.832338,4
425,1209,4,8,35,38,39,41,0,0,-3.230438,4
426,4682,19,26,27,29,38,39,0,0,-2.868819,4
427,3618,8,17,35,38,39,41,0,0,-4.269757,4
428,219,4,5,8,36,39,41,0,0,-3.548651,4
429,1043,4,8,22,27,35,41,0,0,-2.877873,4
430,1874,4,22,35,36,39,41,0,0,-1.552561,4
431,3413,8,17,22,26,27,36,0,0,-1.655881,4
432,3098,5,22,27,29,30,41,0,0,-2.435836,4
433,1159,4,8,27,30,35,41,0,0,-4.345116,4
434,1275,4,17,19,27,29,30,0,0,-1.798877,4
435,658,4,5,27,29,38,39,0,0,0.098420,4
436,1810,4,22,27,29,30,39,0,0,-1.561881,4
437,2154,5,8,17,30,36,41,0,0,-0.813880,4
438,3461,8,17,22,29,30,38,0,0,-1.962112,4
439,3354,8,17,19,27,29,30,0,0,-3.628270,4
440,760,4,8,17,19,39,41,0,0,-3.370239,4
441,1170,4,8,27,35,38,41,0,0,-0.777399,4
442,4952,26,27,35,36,38,39,0,0,-2.469122,4
443,4962,26,29,30,35,39,41,0,0,-2.791330,4
444,4487,17,26,36,38,39,41,0,0,-2.198841,4
445,3761,8,19,27,29,30,36,0,0,-3.824791,4
446,2316,5,8,22,27,29,30,0,0,-1.407435,4
447,2436,5,8,27,29,35,41,0,0,-3.414442,4
448,357,4,5,17,29,35,38,0,0,-1.349651,4
449,4456,17,26,29,30,35,41,0,0,-2.819290,4
450,1875,4,22,35,38,39,41,0,0,-3.561166,4
451,560,4,5,22,29,35,36,0,0,-2.454210,4
452,2406,5,8,26,29,38,41,0,0,-1.736033,4
453,1277,4,17,19,27,29,36,0,0,-3.535869,4
454,4362,17,22,27,29,39,41,0,0,-2.001521,4
455,2371,5,8,22,38,39,41,0,0,-1.362166,4
456,2708,5,17,26,27,30,35,0,0,-2.165821,4
457,3143,5,22,29,35,38,41,0,0,-1.149669,4
458,702,4,5,30,35,36,39,0,0,-3.052025,4
459,4213,17,19,26,35,36,39,0,0,-1.987675,4
460,4726,19,26,30,35,36,39,0,0,-2.519717,4
461,4167,17,19,26,27,29,35,0,0,-1.303583,4
462,2272,5,8,19,30,36,38,0,0,-1.021850,4
463,2286,5,8,19,36,39,41,0,0,-1.603954,4
464,3852,8,22,26,29,30,36,0,0,-1.844146,4
465,2953,5,19,26,30,36,39,0,0,-2.572708,4
466,393,4,5,19,22,26,41,0,0,-3.324703,4
467,818,4,8,17,26,35,41,0,0,-2.223605,4
468,460,4,5,19,27,30,41,0,0,-3.613093,4
469,2596,5,17,19,29,38,41,0,0,-1.255385,4
470,3226,5,26,30,36,38,41,0,0,-3.029124,4
471,467,4,5,19,27,36,41,0,0,-2.484833,4
472,1245,4,17,19,22,38,41,0,0,-2.035606,4
473,735,4,8,17,19,27,35,0,0,-2.628628,4
474,112,4,5,8,22,27,36,0,0,-1.083896,4
475,2082,5,8,17,22,38,41,0,0,-1.611411,4
476,4749,19,27,29,30,39,41,0,0,-0.998684,4
477,4185,17,19,26,27,38,41,0,0,-1.739761,4
478,3089,5,22,26,35,39,41,0,0,-1.291600,4
479,312,4,5,17,26,29,38,0,0,-1.920570,4
480,480,4,5,19,29,36,38,0,0,-1.109726,4
481,4744,19,27,29,30,36,38,0,0,-2.734611,4
