# elotto v3 mode=649 focus=on items=3404/5005 blocks=33 paused_ms=0
order,item,n1,n2,n3,n4,n5,n6,e1,e2,z_raw,block
104,1153,5,8,19,21,42,44,0,0,0.050967,1
105,3289,6,28,36,42,44,45,0,0,-0.748960,1
106,3699,8,10,11,28,44,45,0,0,0.131386,1
107,3299,8,9,10,11,19,25,0,0,0.052299,1
108,4726,10,13,25,28,36,44,0,0,0.887109,1
109,1169,5,8,19,28,42,44,0,0,-1.062114,1
110,3094,6,11,19,21,25,28,0,0,-1.263959,1
111,1673,5,10,13,28,36,45,0,0,-1.811446,1
112,1164,5,8,19,25,42,45,0,0,-0.528740,1
113,4175,9,10,13,19,25,44,0,0,-0.961191,1
114,3043,6,11,13,19,21,45,0,0,0.082656,1
115,1857,5,11,21,28,44,45,0,0,-1.867366,1
116,224,5,6,9,10,11,25,0,0,-1.338520,1
117,924,5,8,10,13,21,25,0,0,-0.843225,1
118,1087,5,8,13,19,21,36,0,0,0.805891,1
119,3150,6,11,25,28,36,44,0,0,-0.680524,1
120,64,5,6,8,10,11,45,0,0,-1.159042,1
121,4773,10,19,28,42,44,45,0,0,-0.874647,1
122,1941,5,13,25,42,44,45,0,0,-1.035751,1
123,1994,5,21,28,36,44,45,0,0,-0.713810,1
124,2100,6,8,9,13,25,44,0,0,-1.263693,1
125,4719,10,13,21,28,42,45,0,0,-1.020306,1
126,2910,6,10,11,36,44,45,0,0,-1.460479,1
127,2633,6,9,11,13,25,42,0,0,-0.402254,1
128,2467,6,8,21,25,36,42,0,0,-1.767242,1
129,3334,8,9,10,13,21,28,0,0,0.136179,1
130,3177,6,13,19,21,42,45,0,0,0.728136,1
131,4355,9,11,19,21,28,44,0,0,-0.699962,1
132,2308,6,8,11,13,28,44,0,0,-1.110577,1
133,4293,9,11,13,19,21,28,0,0,-2.597260,1
134,3380,8,9,10,21,28,36,0,0,-0.530870,1
135,156,5,6,8,13,28,42,0,0,-2.005836,1
136,920,5,8,10,13,19,36,0,0,-0.063003,1
137,2231,6,8,10,13,44,45,0,0,0.053098,1
138,2746,6,9,13,25,42,45,0,0,-1.318815,1
139,2439,6,8,19,21,36,45,0,0,-1.161705,1
140,4213,9,10,13,28,36,44,0,0,-0.719135,1
141,1123,5,8,13,25,28,44,0,0,-0.894619,1
142,353,5,6,9,21,25,42,0,0,-2.713894,1
143,3925,8,11,21,25,36,42,0,0,-0.367636,1
144,389,5,6,10,11,13,28,0,0,-0.197746,1
145,1899,5,13,19,25,42,44,0,0,0.991760,1
146,590,5,6,13,19,21,25,0,0,-1.408553,1
147,4741,10,19,21,25,28,42,0,0,0.551055,1
148,2365,6,8,11,28,42,44,0,0,-1.778426,1
149,1948,5,19,21,25,28,42,0,0,-2.137381,1
150,2353,6,8,11,25,28,42,0,0,-0.880240,1
151,1144,5,8,19,21,25,44,0,0,-1.164102,1
152,210,5,6,8,25,44,45,0,0,0.173459,1
153,1944,5,13,28,36,44,45,0,0,-2.113948,1
154,848,5,8,9,21,25,42,0,0,-2.048175,1
155,4995,19,25,28,36,44,45,0,0,-2.675282,1
156,3924,8,11,21,25,28,45,0,0,-1.608535,1
157,1817,5,11,19,21,36,44,0,0,-1.236266,1
158,827,5,8,9,19,21,36,0,0,-0.736976,1
159,4976,13,25,36,42,44,45,0,0,1.619932,1
160,2313,6,8,11,13,42,44,0,0,-1.257302,1
161,4606,10,11,19,21,28,42,0,0,-1.773100,1
162,1488,5,9,19,25,28,44,0,0,-1.422667,1
163,3655,8,10,11,19,25,36,0,0,-0.968913,1
164,3371,8,9,10,19,36,45,0,0,-1.263161,1
165,3667,8,10,11,19,42,45,0,0,0.705768,1
166,1910,5,13,19,36,44,45,0,0,0.990163,1
167,3190,6,13,19,28,36,44,0,0,-0.354588,1
168,3678,8,10,11,21,36,42,0,0,0.398739,1
169,1312,5,9,10,25,28,42,0,0,-1.495896,1
170,50,5,6,8,9,36,42,0,0,-1.750732,1
171,2507,6,9,10,11,19,25,0,0,-1.429057,1
172,4865,11,13,36,42,44,45,0,0,0.700709,1
173,1173,5,8,19,36,42,45,0,0,-0.194283,1
174,2880,6,10,11,21,25,44,0,0,-1.498025,1
175,809,5,8,9,13,21,45,0,0,-2.091580,1
176,2673,6,9,11,21,28,42,0,0,-2.375442,1
177,2739,6,9,13,25,28,42,0,0,-1.837276,1
178,1474,5,9,19,21,25,44,0,0,-0.669073,1
179,2456,6,8,19,28,42,44,0,0,-1.499890,1
180,4811,11,13,19,25,28,36,0,0,-1.153982,1
181,1038,5,8,11,19,25,44,0,0,-0.472287,1
182,3583,8,9,19,36,44,45,0,0,-1.502287,1
183,1538,5,9,28,36,44,45,0,0,-0.040103,1
184,4948,13,19,25,36,42,44,0,0,-0.165258,1
185,3926,8,11,21,25,36,44,0,0,-0.806478,1
186,4430,9,13,19,21,42,44,0,0,-1.078357,1
187,393,5,6,10,11,13,45,0,0,-2.018617,1
188,2978,6,10,19,21,36,44,0,0,-2.479028,1
189,2618,6,9,11,13,19,21,0,0,-0.898613,1
190,1469,5,9,13,36,44,45,0,0,-1.454355,1
191,2838,6,10,11,13,21,42,0,0,-2.325114,1
192,112,5,6,8,11,19,36,0,0,-0.770529,1
193,3340,8,9,10,13,25,36,0,0,-2.519504,1
194,1807,5,11,19,21,25,28,0,0,-1.899321,1
195,3528,8,9,13,21,42,45,0,0,-0.290945,1
196,901,5,8,10,11,21,45,0,0,-0.968913,1
197,1568,5,10,11,13,44,45,0,0,-0.057145,1
198,3323,8,9,10,11,42,44,0,0,-1.218158,1
199,778,5,8,9,11,21,36,0,0,-0.199076,1
200,3633,8,10,11,13,25,28,0,0,0.779529,1
201,5004,21,28,36,42,44,45,0,0,-2.005037,1
202,1497,5,9,19,28,36,44,0,0,-0.592383,1
203,2502,6,9,10,11,13,36,0,0,-2.916538,1
204,458,5,6,10,19,25,42,0,0,0.771541,1
205,2429,6,8,19,21,25,36,0,0,-0.078182,1
206,3309,8,9,10,11,21,44,0,0,-2.381300,1
207,3302,8,9,10,11,19,42,0,0,-4.252741,2
208,384,5,6,9,36,44,45,0,0,-2.605754,2
209,2927,6,10,13,19,36,42,0,0,-2.474741,2
210,2918,6,10,13,19,25,28,0,0,-2.474475,2
211,5005,25,28,36,42,44,45,0,0,-3.887928,2
212,3167,6,13,19,21,25,44,0,0,-2.706144,2
213,1536,5,9,28,36,42,44,0,0,-4.928312,2
214,2685,6,9,11,25,28,45,0,0,-1.650582,2
215,3798,8,10,21,25,28,45,0,0,-1.941367,2
216,3125,6,11,19,36,42,44,0,0,-2.207122,2
217,1955,5,19,21,25,42,45,0,0,-3.118623,2
218,3818,8,10,25,28,42,44,0,0,-0.860773,2
219,148,5,6,8,13,21,44,0,0,-2.263841,2
220,3461,8,9,11,21,25,42,0,0,-2.905594,2
221,4174,9,10,13,19,25,42,0,0,-2.458231,2
222,3950,8,11,25,42,44,45,0,0,-3.028885,2
223,3050,6,11,13,19,28,42,0,0,-1.840711,2
224,1804,5,11,13,36,42,45,0,0,-1.150228,2
225,1264,5,9,10,13,25,45,0,0,-1.192567,2
226,3162,6,11,28,42,44,45,0,0,-1.304142,2
227,980,5,8,10,21,44,45,0,0,-0.516731,2
228,2089,6,8,9,13,19,44,0,0,-1.930183,2
229,883,5,8,10,11,13,25,0,0,-3.192385,2
230,1614,5,10,11,25,44,45,0,0,-2.431336,2
231,1718,5,10,21,25,28,44,0,0,-3.073088,2
232,2265,6,8,10,21,42,44,0,0,-1.601585,2
233,2461,6,8,19,36,44,45,0,0,0.813907,2
234,1092,5,8,13,19,25,36,0,0,-0.368408,2
235,4703,10,13,19,36,44,45,0,0,-2.531993,2
236,1770,5,11,13,19,42,45,0,0,-1.133718,2
237,3857,8,11,13,21,28,42,0,0,-0.328731,2
238,3428,8,9,11,13,28,36,0,0,-2.047882,2
239,3556,8,9,19,21,28,42,0,0,-3.495154,2
240,4558,10,11,13,19,28,45,0,0,-3.015836,2
241,959,5,8,10,19,28,45,0,0,-2.529329,2
242,4572,10,11,13,21,28,44,0,0,-1.705170,2
243,4832,11,13,21,25,28,42,0,0,-1.860683,2
244,4506,9,19,21,36,44,45,0,0,-4.036249,2
245,1752,5,11,13,19,21,28,0,0,-1.813017,2
246,2944,6,10,13,21,36,45,0,0,-2.380475,2
247,1811,5,11,19,21,25,45,0,0,-3.177739,2
248,320,5,6,9,13,28,36,0,0,-1.694519,2
249,98,5,6,8,10,42,44,0,0,-2.906925,2
250,808,5,8,9,13,21,44,0,0,-2.415892,2
251,2218,6,8,10,13,25,36,0,0,-1.599721,2
252,122,5,6,8,11,25,28,0,0,-2.424146,2
253,2895,6,10,11,25,28,45,0,0,-1.826864,2
254,3449,8,9,11,19,28,36,0,0,-2.482996,2
255,3664,8,10,11,19,36,44,0,0,-2.546638,2
256,1535,5,9,25,42,44,45,0,0,-2.779639,2
257,323,5,6,9,13,28,45,0,0,-3.804047,2
258,4184,9,10,13,19,42,44,0,0,-1.738457,2
259,351,5,6,9,21,25,28,0,0,-2.080103,2
260,2392,6,8,13,19,44,45,0,0,-4.295347,2
261,810,5,8,9,13,25,28,0,0,-2.093417,2
262,4119,9,10,11,19,25,44,0,0,-1.830059,2
263,1532,5,9,25,36,42,44,0,0,-0.537500,2
264,1313,5,9,10,25,28,44,0,0,-2.172770,2
265,1998,5,25,28,36,42,45,0,0,-1.495603,2
266,1036,5,8,11,19,25,36,0,0,-3.027287,2
267,802,5,8,9,13,19,44,0,0,-3.653062,2
268,1270,5,9,10,13,36,44,0,0,-3.977400,2
269,102,5,6,8,11,13,21,0,0,-2.363166,2
270,3277,6,21,25,36,44,45,0,0,-1.759227,2
271,1254,5,9,10,13,21,25,0,0,-1.424503,2
272,3689,8,10,11,25,36,44,0,0,-2.212714,2
273,3385,8,9,10,21,36,44,0,0,-3.218215,2
274,1288,5,9,10,19,28,44,0,0,-3.955564,2
275,3221,6,13,25,28,36,45,0,0,-2.716263,2
276,78,5,6,8,10,19,44,0,0,-2.770053,2
277,217,5,6,8,36,42,44,0,0,-2.243870,2
278,1462,5,9,13,28,36,44,0,0,-1.741119,2
279,1509,5,9,21,25,28,45,0,0,-2.735436,2
280,2607,6,9,10,25,44,45,0,0,-2.602826,2
281,4288,9,10,28,36,42,45,0,0,-1.950688,2
282,1925,5,13,21,28,42,44,0,0,-2.366894,2
283,2954,6,10,13,25,36,45,0,0,-1.146766,2
284,3601,8,9,21,36,42,44,0,0,-1.815680,2
285,1947,5,19,21,25,28,36,0,0,-2.725850,2
286,4284,9,10,25,36,42,45,0,0,-2.202861,2
287,3709,8,10,13,19,21,45,0,0,-1.521965,2
288,2200,6,8,10,11,36,45,0,0,-2.511754,2
289,2217,6,8,10,13,25,28,0,0,-3.139660,2
290,2714,6,9,13,19,28,42,0,0,-2.230822,2
291,770,5,8,9,11,19,25,0,0,-2.901865,2
292,1790,5,11,13,25,28,45,0,0,-3.655192,2
293,4956,13,19,36,42,44,45,0,0,-2.549301,2
294,1054,5,8,11,21,25,45,0,0,-3.404882,2
295,898,5,8,10,11,21,36,0,0,-2.463822,2
296,741,5,8,9,10,21,28,0,0,-2.652088,2
297,390,5,6,10,11,13,36,0,0,-1.735794,2
298,2985,6,10,19,25,28,44,0,0,-1.853492,2
299,4757,10,19,21,36,42,45,0,0,-0.142597,2
300,2448,6,8,19,25,36,44,0,0,-3.241116,2
301,1113,5,8,13,21,28,44,0,0,-3.218481,2
302,2590,6,9,10,21,28,44,0,0,-2.112857,2
303,2677,6,9,11,21,36,44,0,0,-1.928586,2
304,2885,6,10,11,21,28,45,0,0,-2.224697,2
305,3790,8,10,19,28,44,45,0,0,-3.322865,2
306,2383,6,8,13,19,28,36,0,0,-1.331569,2
307,150,5,6,8,13,25,28,0,0,-0.902846,2
308,3622,8,10,11,13,19,28,0,0,-0.718310,2
309,2381,6,8,13,19,25,44,0,0,-3.319670,2
310,3959,8,13,19,21,25,44,0,0,-1.558260,3
311,4713,10,13,21,25,42,45,0,0,0.071685,3
312,1246,5,9,10,11,44,45,0,0,0.270068,3
313,3077,6,11,13,25,28,45,0,0,-0.150399,3
314,474,5,6,10,21,25,44,0,0,0.922473,3
315,2989,6,10,19,25,36,45,0,0,0.712904,3
316,2410,6,8,13,25,28,44,0,0,0.060767,3
317,1252,5,9,10,13,19,44,0,0,-0.649954,3
318,1388,5,9,11,21,28,45,0,0,-0.009001,3
319,2740,6,9,13,25,28,44,0,0,-1.431773,3
320,589,5,6,11,42,44,45,0,0,0.295100,3
321,3039,6,11,13,19,21,28,0,0,1.577273,3
322,2103,6,8,9,13,28,42,0,0,1.389007,3
323,2008,6,8,9,10,11,36,0,0,1.584196,3
324,3313,8,9,10,11,25,42,0,0,-0.315763,3
325,1491,5,9,19,25,36,44,0,0,0.905430,3
326,749,5,8,9,10,25,44,0,0,-1.710043,3
327,3253,6,19,21,42,44,45,0,0,0.716899,3
328,1215,5,9,10,11,13,36,0,0,0.918744,3
329,4442,9,13,19,25,44,45,0,0,0.351286,3
330,2561,6,9,10,13,44,45,0,0,1.173847,3
331,2849,6,10,11,13,28,45,0,0,1.858738,3
332,3553,8,9,19,21,25,44,0,0,2.175354,3
333,1255,5,9,10,13,21,28,0,0,0.426379,3
334,434,5,6,10,13,21,45,0,0,0.565914,3
335,4465,9,13,21,28,36,45,0,0,0.114291,3
336,462,5,6,10,19,28,42,0,0,1.191423,3
337,887,5,8,10,11,13,44,0,0,1.162930,3
338,3178,6,13,19,21,44,45,0,0,0.000852,3
339,3215,6,13,21,36,42,44,0,0,0.606123,3
340,1329,5,9,10,36,44,45,0,0,-0.273157,3
341,2466,6,8,21,25,28,45,0,0,1.727459,3
342,3789,8,10,19,28,42,45,0,0,1.289682,3
343,1856,5,11,21,28,42,45,0,0,1.688847,3
344,2968,6,10,19,21,25,28,0,0,1.467828,3
345,3611,8,9,25,36,42,44,0,0,1.834240,3
346,1163,5,8,19,25,42,44,0,0,1.930103,3
347,2552,6,9,10,13,28,36,0,0,0.521177,3
348,2407,6,8,13,21,44,45,0,0,-0.889346,3
349,1837,5,11,19,28,44,45,0,0,0.558724,3
350,3197,6,13,19,36,44,45,0,0,-1.380646,3
351,3759,8,10,13,42,44,45,0,0,2.412882,3
352,1105,5,8,13,19,44,45,0,0,0.080738,3
353,2196,6,8,10,11,28,44,0,0,0.149440,3
354,2742,6,9,13,25,36,42,0,0,0.908892,3
355,4326,9,11,13,21,42,45,0,0,-0.109391,3
356,4236,9,10,19,21,44,45,0,0,0.153701,3
357,644,5,6,13,36,44,45,0,0,0.462861,3
358,1278,5,9,10,19,21,42,0,0,0.551002,3
359,1354,5,9,11,13,36,44,0,0,-1.278392,3
360,1884,5,13,19,21,28,44,0,0,-0.647025,3
361,4229,9,10,19,21,28,44,0,0,-1.389966,3
362,2303,6,8,11,13,25,42,0,0,0.415195,3
363,3578,8,9,19,28,42,44,0,0,0.232256,3
364,1672,5,10,13,28,36,44,0,0,1.504310,3
365,3329,8,9,10,13,19,36,0,0,0.821816,3
366,1256,5,9,10,13,21,36,0,0,-0.330675,3
367,4204,9,10,13,25,28,44,0,0,-0.290999,3
368,3587,8,9,21,25,28,44,0,0,1.501647,3
369,3344,8,9,10,13,28,36,0,0,-0.018587,3
370,3493,8,9,11,42,44,45,0,0,-1.741732,3
371,3845,8,11,13,19,36,42,0,0,-0.033766,3
372,3056,6,11,13,19,42,44,0,0,2.391047,3
373,4014,8,13,25,28,42,44,0,0,-1.802445,3
374,1979,5,19,28,36,44,45,0,0,1.169587,3
375,1729,5,10,21,28,42,44,0,0,0.654588,3
376,3868,8,11,13,25,28,44,0,0,0.733941,3
377,290,5,6,9,11,25,44,0,0,0.547007,3
378,2624,6,9,11,13,19,45,0,0,0.388034,3
379,4130,9,10,11,19,44,45,0,0,0.433835,3
380,2336,6,8,11,19,44,45,0,0,0.549404,3
381,3834,8,11,13,19,21,44,0,0,1.687516,3
382,2860,6,10,11,19,21,44,0,0,1.057214,3
383,3105,6,11,19,21,36,45,0,0,0.407207,3
384,4685,10,13,19,25,28,36,0,0,0.822348,3
385,3183,6,13,19,25,36,42,0,0,0.319598,3
386,705,5,6,25,28,42,45,0,0,-1.022489,3
387,19,5,6,8,9,11,45,0,0,0.014167,3
388,4189,9,10,13,21,25,42,0,0,0.524639,3
389,3266,6,19,28,36,44,45,0,0,1.187162,3
390,2925,6,10,13,19,28,44,0,0,1.476350,3
391,678,5,6,19,36,42,45,0,0,1.707220,3
392,769,5,8,9,11,19,21,0,0,-1.323661,3
393,31,5,6,8,9,19,36,0,0,-0.117113,3
394,4509,9,19,25,28,36,44,0,0,-0.251322,3
395,1684,5,10,19,21,25,44,0,0,0.857765,3
396,928,5,8,10,13,21,44,0,0,0.511325,3
397,897,5,8,10,11,21,28,0,0,-1.573172,3
398,3555,8,9,19,21,28,36,0,0,1.014608,3
399,3503,8,9,13,19,25,44,0,0,0.627426,3
400,4073,8,21,28,36,44,45,0,0,0.339037,3
401,4604,10,11,19,21,25,45,0,0,-0.411360,3
402,207,5,6,8,25,36,45,0,0,0.386170,3
403,3757,8,10,13,36,42,45,0,0,1.792433,3
404,2299,6,8,11,13,21,44,0,0,-0.243067,3
405,4675,10,13,19,21,28,36,0,0,0.821283,3
406,4504,9,19,21,36,42,44,0,0,1.732252,3
407,3208,6,13,21,25,44,45,0,0,-0.439853,3
408,53,5,6,8,9,42,44,0,0,1.411110,3
409,1570,5,10,11,19,21,28,0,0,-0.543439,3
410,1631,5,10,13,19,25,28,0,0,0.324391,3
411,1541,5,10,11,13,19,21,0,0,2.205178,3
412,3859,8,11,13,21,28,45,0,0,1.967650,3
413,1877,5,13,19,21,25,28,0,0,-1.188973,4
414,2559,6,9,10,13,42,44,0,0,0.504082,4
415,1588,5,10,11,19,42,45,0,0,-0.309959,4
416,3646,8,10,11,13,42,45,0,0,-1.244893,4
417,1445,5,9,13,21,36,42,0,0,-1.390019,4
418,618,5,6,13,21,28,44,0,0,-3.250569,4
419,3652,8,10,11,19,21,44,0,0,-0.035948,4
420,3969,8,13,19,21,42,45,0,0,-0.217823,4
421,115,5,6,8,11,19,45,0,0,-2.474075,4
422,564,5,6,11,21,36,42,0,0,-1.474966,4
423,4264,9,10,21,25,42,44,0,0,-1.015620,4
424,2290,6,8,11,13,19,28,0,0,-0.500886,4
425,2330,6,8,11,19,28,45,0,0,0.497425,4
426,3069,6,11,13,21,36,44,0,0,-2.527599,4
427,832,5,8,9,19,25,36,0,0,0.613792,4
428,1660,5,10,13,21,44,45,0,0,-3.077748,4
429,555,5,6,11,21,25,28,0,0,-0.913632,4
430,1795,5,11,13,25,42,45,0,0,-3.427650,4
431,4090,9,10,11,13,21,28,0,0,-2.565677,4
432,272,5,6,9,11,13,44,0,0,-0.541895,4
433,2013,6,8,9,10,13,21,0,0,-2.600029,4
434,3595,8,9,21,28,36,42,0,0,1.121868,4
435,1550,5,10,11,13,21,36,0,0,-1.195896,4
436,950,5,8,10,19,21,45,0,0,0.625509,4
437,3990,8,13,19,42,44,45,0,0,-2.239742,4
438,1009,5,8,11,13,21,28,0,0,-0.707259,4
439,819,5,8,9,13,36,42,0,0,-1.316258,4
440,4346,9,11,13,36,44,45,0,0,-0.337918,4
441,1606,5,10,11,25,28,42,0,0,-1.591066,4
442,2648,6,9,11,19,21,36,0,0,0.037014,4
443,2094,6,8,9,13,21,42,0,0,-0.577310,4
444,3246,6,19,21,28,36,45,0,0,0.290253,4
445,817,5,8,9,13,28,44,0,0,-0.534439,4
446,703,5,6,25,28,36,45,0,0,-0.040476,4
447,3343,8,9,10,13,25,45,0,0,-1.702907,4
448,550,5,6,11,19,36,44,0,0,-0.004793,4
449,2903,6,10,11,28,36,44,0,0,-0.522190,4
450,1487,5,9,19,25,28,42,0,0,-0.373601,4
451,3518,8,9,13,21,25,44,0,0,-1.231579,4
452,2873,6,10,11,19,36,45,0,0,-2.234683,4
453,983,5,8,10,25,28,44,0,0,-0.127019,4
454,723,5,8,9,10,11,44,0,0,0.057784,4
455,240,5,6,9,10,19,28,0,0,-1.382830,4
456,4846,11,13,21,28,44,45,0,0,1.051036,4
457,747,5,8,9,10,25,36,0,0,-0.757854,4
458,2479,6,8,21,36,42,44,0,0,-1.757762,4
459,4655,10,11,25,28,36,42,0,0,-1.750306,4
460,3590,8,9,21,25,36,44,0,0,0.407952,4
461,1976,5,19,25,42,44,45,0,0,-1.243295,4
462,3720,8,10,13,19,36,44,0,0,-1.493871,4
463,2647,6,9,11,19,21,28,0,0,-2.222966,4
464,129,5,6,8,11,28,44,0,0,-3.001590,4
465,1135,5,8,13,28,42,45,0,0,-2.550233,4
466,1828,5,11,19,25,36,45,0,0,-0.367477,4
467,4822,11,13,19,28,36,44,0,0,-2.483928,4
468,54,5,6,8,9,42,45,0,0,-0.049795,4
469,4209,9,10,13,25,42,44,0,0,-0.553079,4
470,3128,6,11,19,42,44,45,0,0,0.468399,4
471,2243,6,8,10,19,28,36,0,0,-0.511005,4
472,2866,6,10,11,19,25,45,0,0,-0.288389,4
473,1639,5,10,13,19,28,45,0,0,0.166163,4
474,3781,8,10,19,25,36,45,0,0,-2.369957,4
475,2726,6,9,13,21,25,44,0,0,-0.838805,4
476,2547,6,9,10,13,25,28,0,0,1.898362,4
477,3973,8,13,19,25,28,44,0,0,-2.977624,4
478,1548,5,10,11,13,21,25,0,0,1.526625,4
479,1880,5,13,19,21,25,44,0,0,-0.658262,4
480,4569,10,11,13,21,25,45,0,0,-1.118407,4
481,3336,8,9,10,13,21,42,0,0,-0.977274,4
482,3084,6,11,13,28,36,42,0,0,-1.125330,4
483,1818,5,11,19,21,36,45,0,0,-0.328598,4
484,956,5,8,10,19,28,36,0,0,-1.444608,4
485,3502,8,9,13,19,25,42,0,0,-0.759717,4
