# elotto v3 mode=649 focus=on items=462/462 blocks=5 paused_ms=0 pass_mean=-0,124053 pass_sigma=1,363510
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;block
73;454;18;29;34;42;43;46;0;0;-0,432690;0
74;329;8;18;26;29;34;46;0;0;-0,308334;0
75;260;8;10;18;26;32;43;0;0;0,245810;0
76;323;8;18;26;29;32;34;0;0;-0,517103;0
77;287;8;10;18;42;43;46;0;0;-0,619624;0
78;171;4;10;26;29;43;46;0;0;-1,634977;0
79;255;8;10;18;26;29;42;0;0;-0,308334;0
80;94;4;8;26;29;32;43;0;0;-0,023673;0
81;223;4;18;29;34;42;43;0;0;0,848152;0
82;166;4;10;26;29;34;42;0;0;0,575207;0
83;459;26;29;32;42;43;46;0;0;3,314238;0
84;17;4;8;10;18;34;43;0;0;0,688646;0
85;76;4;8;18;29;34;42;0;0;-1,955853;0
86;97;4;8;26;29;34;43;0;0;0,284688;0
87;361;8;26;29;32;42;43;0;0;-0,777533;0
88;68;4;8;18;26;34;46;0;0;-0,368249;0
89;273;8;10;18;29;34;43;0;0;1,438510;0
90;375;8;29;32;34;43;46;0;0;-1,002279;0
91;447;18;26;32;34;43;46;0;0;0,453780;0
92;173;4;10;26;32;34;43;0;0;-0,902421;0
93;209;4;18;26;32;34;46;0;0;0,085505;0
94;106;4;8;26;32;42;46;0;0;-1,472542;0
95;246;4;26;34;42;43;46;0;0;-1,513550;0
96;388;10;18;26;29;43;46;0;0;1,614527;0
97;270;8;10;18;29;32;43;0;0;-1,011598;0
98;39;4;8;10;29;32;43;0;0;-1,896471;0
99;111;4;8;26;42;43;46;0;0;0,144861;1
100;215;4;18;26;34;43;46;0;0;-0,446830;1
101;387;10;18;26;29;42;46;0;0;-0,118764;1
102;19;4;8;10;18;42;43;0;0;-2,168111;1
103;124;4;8;32;34;43;46;0;0;-0,432717;1
104;276;8;10;18;29;42;46;0;0;1,166604;1
105;380;10;18;26;29;32;42;0;0;-2,065856;1
106;374;8;29;32;34;42;46;0;0;-0,719774;1
107;343;8;18;29;32;34;42;0;0;-1,529022;1
108;31;4;8;10;26;34;42;0;0;-1,497067;1
109;427;10;26;32;42;43;46;0;0;-0,634030;1
110;205;4;18;26;29;42;46;0;0;-1,400671;1
111;194;4;10;32;34;43;46;0;0;-0,117166;1
112;172;4;10;26;32;34;42;0;0;-0,798862;1
113;410;10;18;32;34;42;46;0;0;-0,779156;1
114;426;10;26;32;34;43;46;0;0;-1,356201;1
115;413;10;18;34;42;43;46;0;0;-2,431735;1
116;187;4;10;29;32;43;46;0;0;-1,991296;1
117;228;4;18;32;34;42;46;0;0;-2,861257;1
118;80;4;8;18;29;42;46;0;0;-0,176016;1
119;379;10;18;26;29;32;34;0;0;-2,062395;1
120;105;4;8;26;32;42;43;0;0;-1,632607;1
121;378;8;32;34;42;43;46;0;0;-0,861706;1
122;8;4;8;10;18;29;34;0;0;-1,803830;1
123;165;4;10;26;29;32;46;0;0;-1,082458;1
124;394;10;18;26;32;43;46;0;0;-1,037455;1
125;248;4;29;32;34;42;46;0;0;-2,073046;1
126;144;4;10;18;29;32;43;0;0;-2,491383;1
127;350;8;18;29;34;42;46;0;0;-1,194831;1
128;335;8;18;26;32;34;46;0;0;1,305873;1
129;437;18;26;29;32;34;46;0;0;-0,790074;1
130;342;8;18;26;42;43;46;0;0;-0,506745;1
131;452;18;29;32;34;43;46;0;0;0,502484;1
132;56;4;8;10;42;43;46;0;0;-1,044379;1
133;341;8;18;26;34;43;46;0;0;-0,810046;1
134;408;10;18;29;42;43;46;0;0;-0,833745;1
135;324;8;18;26;29;32;42;0;0;-0,873422;1
136;160;4;10;18;34;43;46;0;0;-0,623645;1
137;386;10;18;26;29;42;43;0;0;-2,696958;1
138;153;4;10;18;32;34;43;0;0;-1,836051;1
139;225;4;18;29;34;43;46;0;0;-0,701400;1
140;46;4;8;10;29;43;46;0;0;-1,381498;1
141;212;4;18;26;32;43;46;0;0;-1,078197;1
142;211;4;18;26;32;42;46;0;0;-0,795666;1
143;420;10;26;29;34;42;43;0;0;-1,226785;1
144;353;8;18;32;34;42;43;0;0;-1,857620;1
145;81;4;8;18;29;43;46;0;0;-0,975410;1
146;188;4;10;29;34;42;43;0;0;-1,556449;1
147;36;4;8;10;26;43;46;0;0;-0,399431;1
148;49;4;8;10;32;34;46;0;0;-0,711520;1
149;73;4;8;18;29;32;42;0;0;-2,783501;1
150;242;4;26;32;34;42;43;0;0;-0,928544;1
151;416;10;26;29;32;34;46;0;0;0,154979;1
152;345;8;18;29;32;34;46;0;0;-1,735660;1
153;357;8;18;34;42;43;46;0;0;-1,248621;1
154;274;8;10;18;29;34;46;0;0;-1,214802;1
155;132;4;10;18;26;32;34;0;0;-1,153290;1
156;267;8;10;18;26;43;46;0;0;-1,229449;1
157;456;26;29;32;34;42;43;0;0;-2,643434;1
158;423;10;26;29;42;43;46;0;0;-1,849632;1
159;75;4;8;18;29;32;46;0;0;-1,080860;1
160;63;4;8;18;26;32;42;0;0;-2,498041;1
161;79;4;8;18;29;42;43;0;0;-0,853184;1
162;217;4;18;29;32;34;42;0;0;-1,262202;1
163;178;4;10;26;34;42;43;0;0;-2,561684;1
164;47;4;8;10;32;34;42;0;0;-3,205832;1
165;89;4;8;18;34;42;46;0;0;-1,921263;1
166;439;18;26;29;32;42;46;0;0;-1,516772;1
167;365;8;26;29;34;42;46;0;0;-2,211782;1
168;13;4;8;10;18;32;42;0;0;-2,271697;1
169;57;4;8;18;26;29;32;0;0;-0,511005;1
170;182;4;10;29;32;34;42;0;0;-1,707168;1
171;18;4;8;10;18;34;46;0;0;-1,220128;1
172;262;8;10;18;26;34;42;0;0;-1,717287;1
173;14;4;8;10;18;32;43;0;0;-2,137488;1
174;292;8;10;26;29;34;42;0;0;-1,548194;1
175;405;10;18;29;34;42;43;0;0;-1,275516;1
176;308;8;10;29;32;34;42;0;0;-1,988367;1
177;334;8;18;26;32;34;43;0;0;-2,313237;1
178;64;4;8;18;26;32;43;0;0;0,405023;1
179;15;4;8;10;18;32;46;0;0;-1,732998;1
180;58;4;8;18;26;29;34;0;0;-1,265663;1
181;116;4;8;29;32;42;46;0;0;-0,559736;1
182;48;4;8;10;32;34;43;0;0;-1,814215;1
183;428;10;26;34;42;43;46;0;0;-0,793003;1
184;422;10;26;29;34;43;46;0;0;-0,717645;1
185;35;4;8;10;26;42;46;0;0;-1,337561;1
186;133;4;10;18;26;32;42;0;0;0,316083;1
187;38;4;8;10;29;32;42;0;0;-2,124973;1
188;22;4;8;10;26;29;32;0;0;-1,096305;1
189;155;4;10;18;32;42;43;0;0;-1,155420;1
190;360;8;26;29;32;34;46;0;0;-1,305074;1
191;12;4;8;10;18;32;34;0;0;-0,646013;1
192;6;4;8;10;18;26;46;0;0;-1,914073;1
193;328;8;18;26;29;34;43;0;0;-2,105799;1
194;233;4;26;29;32;34;43;0;0;-0,474258;1
195;224;4;18;29;34;42;46;0;0;-1,371912;1
196;206;4;18;26;29;43;46;0;0;-1,122933;1
197;311;8;10;29;32;42;43;0;0;-3,369866;1
198;29;4;8;10;26;32;43;0;0;-0,114769;1
199;183;4;10;29;32;34;43;0;0;-1,257941;1
200;45;4;8;10;29;42;46;0;0;-3,178458;2
201;1;4;8;10;18;26;29;0;0;-0,766694;2
202;28;4;8;10;26;32;42;0;0;0,130161;2
203;221;4;18;29;32;42;46;0;0;-1,290215;2
204;390;10;18;26;32;34;43;0;0;-0,557925;2
205;321;8;10;32;42;43;46;0;0;-2,286396;2
206;309;8;10;29;32;34;43;0;0;-0,580559;2
207;326;8;18;26;29;32;46;0;0;0,508290;2
208;189;4;10;29;34;42;46;0;0;-1,596179;2
209;448;18;26;32;42;43;46;0;0;-0,789861;2
210;382;10;18;26;29;32;46;0;0;-0,834864;2
211;191;4;10;29;42;43;46;0;0;-1,866727;2
212;318;8;10;32;34;42;43;0;0;-1,103814;2
213;294;8;10;26;29;34;46;0;0;-1,101151;2
214;460;26;29;34;42;43;46;0;0;1,150308;2
215;398;10;18;26;42;43;46;0;0;-0,221604;2
216;381;10;18;26;29;32;43;0;0;0,565541;2
217;299;8;10;26;32;34;43;0;0;1,724157;2
218;112;4;8;29;32;34;42;0;0;-1,978834;2
219;77;4;8;18;29;34;43;0;0;-1,589522;2
220;164;4;10;26;29;32;43;0;0;-0,197639;2
221;432;10;29;32;42;43;46;0;0;0,898400;2
222;21;4;8;10;18;43;46;0;0;-0,312675;2
223;150;4;10;18;29;42;46;0;0;-1,239354;2
224;44;4;8;10;29;42;43;0;0;-0,708111;2
225;110;4;8;26;34;43;46;0;0;-1,607896;2
226;461;26;32;34;42;43;46;0;0;-0,551001;2
227;312;8;10;29;32;42;46;0;0;-1,987089;2
228;269;8;10;18;29;32;42;0;0;-0,467654;2
229;235;4;26;29;32;42;43;0;0;-1,455047;2
230;434;10;32;34;42;43;46;0;0;-1,035112;2
231;43;4;8;10;29;34;46;0;0;-2,279738;2
232;383;10;18;26;29;34;42;0;0;-0,425580;2
233;250;4;29;32;42;43;46;0;0;-1,257196;2
234;296;8;10;26;29;42;46;0;0;0,258245;2
235;307;8;10;26;42;43;46;0;0;-0,904897;2
236;244;4;26;32;34;43;46;0;0;0,620662;2
237;445;18;26;32;34;42;43;0;0;-0,320663;2
238;431;10;29;32;34;43;46;0;0;-0,270334;2
239;364;8;26;29;34;42;43;0;0;-0,378979;2
240;234;4;26;29;32;34;46;0;0;0,988138;2
241;117;4;8;29;32;43;46;0;0;-0,257021;2
242;302;8;10;26;32;42;46;0;0;-1,300866;2
243;214;4;18;26;34;42;46;0;0;-0,475109;2
244;118;4;8;29;34;42;43;0;0;0,478198;2
245;453;18;29;32;42;43;46;0;0;-0,942444;2
246;288;8;10;26;29;32;34;0;0;0,647557;2
247;99;4;8;26;29;42;43;0;0;0,362896;2
248;114;4;8;29;32;34;46;0;0;0,993464;2
249;395;10;18;26;34;42;43;0;0;-0,960818;2
250;203;4;18;26;29;34;46;0;0;-0,343830;2
251;411;10;18;32;34;43;46;0;0;0,064655;2
252;356;8;18;32;42;43;46;0;0;-0,165151;2
253;241;4;26;29;42;43;46;0;0;-1,905871;2
254;263;8;10;18;26;34;43;0;0;-0,790927;2
255;332;8;18;26;29;43;46;0;0;-1,154409;2
256;406;10;18;29;34;42;46;0;0;1,027815;2
257;199;4;18;26;29;32;43;0;0;-0,784269;2
258;261;8;10;18;26;32;46;0;0;0,095277;2
259;291;8;10;26;29;32;46;0;0;-0,946705;2
260;424;10;26;32;34;42;43;0;0;-0,830337;2
261;289;8;10;26;29;32;42;0;0;1,773154;2
262;50;4;8;10;32;42;43;0;0;-1,700297;2
263;134;4;10;18;26;32;43;0;0;0,932751;2
264;151;4;10;18;29;43;46;0;0;0,240138;2
265;442;18;26;29;34;42;46;0;0;0,538380;2
266;135;4;10;18;26;32;46;0;0;0,034564;2
267;236;4;26;29;32;42;46;0;0;2,439138;2
268;401;10;18;29;32;34;46;0;0;-0,546475;2
269;142;4;10;18;29;32;34;0;0;-0,824479;2
270;280;8;10;18;32;34;46;0;0;-1,424424;2
271;119;4;8;29;34;42;46;0;0;-1,080114;2
272;414;10;26;29;32;34;42;0;0;-0,516917;2
273;158;4;10;18;34;42;43;0;0;-0,714236;2
274;198;4;18;26;29;32;42;0;0;-1,828382;2
275;362;8;26;29;32;42;46;0;0;-0,590678;2
276;152;4;10;18;32;34;42;0;0;-1,177310;2
277;305;8;10;26;34;42;46;0;0;-0,120149;2
278;429;10;29;32;34;42;43;0;0;-0,099911;2
279;347;8;18;29;32;42;46;0;0;-0,866818;2
280;109;4;8;26;34;42;46;0;0;-0,738201;2
281;404;10;18;29;32;43;46;0;0;-0,051447;2
282;251;4;29;34;42;43;46;0;0;-0,118019;2
283;204;4;18;26;29;42;43;0;0;0,622260;2
284;72;4;8;18;29;32;34;0;0;-1,355988;2
285;351;8;18;29;34;43;46;0;0;0,028440;2
286;55;4;8;10;34;43;46;0;0;-0,022155;2
287;369;8;26;32;34;42;46;0;0;1,761970;2
288;147;4;10;18;29;34;43;0;0;-0,622100;2
289;42;4;8;10;29;34;43;0;0;-0,390697;2
290;249;4;29;32;34;43;46;0;0;0,372483;2
291;90;4;8;18;34;43;46;0;0;-1,107808;2
292;10;4;8;10;18;29;43;0;0;-1,312583;2
293;425;10;26;32;34;42;46;0;0;-0,384572;2
294;121;4;8;29;42;43;46;0;0;-1,095293;2
295;113;4;8;29;32;34;43;0;0;0,772446;2
296;159;4;10;18;34;42;46;0;0;0,089153;2
297;435;18;26;29;32;34;42;0;0;0,169305;2
298;202;4;18;26;29;34;43;0;0;-0,539818;2
299;417;10;26;29;32;42;43;0;0;0,221498;2
300;297;8;10;26;29;43;46;0;0;-1,396464;2
301;4;4;8;10;18;26;42;0;0;0,314964;2
302;462;29;32;34;42;43;46;0;0;-1,474486;2
303;237;4;26;29;32;43;46;0;0;0,158787;3
304;154;4;10;18;32;34;46;0;0;-1,443996;3
305;290;8;10;26;29;32;43;0;0;-2,244722;3
306;266;8;10;18;26;42;46;0;0;-0,950033;3
307;333;8;18;26;32;34;42;0;0;1,952232;3
308;30;4;8;10;26;32;46;0;0;0,499901;3
309;104;4;8;26;32;34;46;0;0;1,044458;3
310;143;4;10;18;29;32;42;0;0;-0,779077;3
311;145;4;10;18;29;32;46;0;0;0,178226;3
312;327;8;18;26;29;34;42;0;0;1,330185;3
313;210;4;18;26;32;42;43;0;0;0,933683;3
314;254;8;10;18;26;29;34;0;0;-0,406541;3
315;243;4;26;32;34;42;46;0;0;1,493419;3
316;373;8;29;32;34;42;43;0;0;-1,204604;3
317;258;8;10;18;26;32;34;0;0;0,042686;3
318;397;10;18;26;34;43;46;0;0;1,158429;3
319;389;10;18;26;32;34;42;0;0;1,287845;3
320;446;18;26;32;34;42;46;0;0;1,087597;3
321;102;4;8;26;32;34;42;0;0;2,022266;3
322;213;4;18;26;34;42;43;0;0;0,858590;3
323;93;4;8;26;29;32;42;0;0;2,644845;3
324;197;4;18;26;29;32;34;0;0;0,512683;3
325;25;4;8;10;26;29;43;0;0;1,623634;3
326;403;10;18;29;32;42;46;0;0;1,281454;3
327;310;8;10;29;32;34;46;0;0;1,234587;3
328;16;4;8;10;18;34;42;0;0;2,156741;3
329;293;8;10;26;29;34;43;0;0;2,691978;3
330;149;4;10;18;29;42;43;0;0;1,988980;3
331;162;4;10;26;29;32;34;0;0;1,251364;3
332;367;8;26;29;42;43;46;0;0;3,415747;3
333;53;4;8;10;34;42;43;0;0;1,986050;3
334;264;8;10;18;26;34;46;0;0;-0,563384;3
335;344;8;18;29;32;34;43;0;0;0,487652;3
336;170;4;10;26;29;42;46;0;0;2,926045;3
337;352;8;18;29;42;43;46;0;0;2,893291;3
338;245;4;26;32;42;43;46;0;0;-0,253159;3
339;70;4;8;18;26;42;46;0;0;1,429777;3
340;136;4;10;18;26;34;42;0;0;2,072328;3
341;455;18;32;34;42;43;46;0;0;0,696421;3
342;443;18;26;29;34;43;46;0;0;1,466258;3
343;175;4;10;26;32;42;43;0;0;3,072236;3
344;157;4;10;18;32;43;46;0;0;1,968476;3
345;298;8;10;26;32;34;42;0;0;2,302666;3
346;167;4;10;26;29;34;43;0;0;1,024487;3
347;66;4;8;18;26;34;42;0;0;1,607390;3
348;125;4;8;32;42;43;46;0;0;1,983920;3
349;239;4;26;29;34;42;46;0;0;1,389567;3
350;92;4;8;26;29;32;34;0;0;1,353884;3
351;415;10;26;29;32;34;43;0;0;1,161093;3
352;7;4;8;10;18;29;32;0;0;1,308616;3
353;265;8;10;18;26;42;43;0;0;-0,863224;3
354;98;4;8;26;29;34;46;0;0;2,407317;3
355;385;10;18;26;29;34;46;0;0;-1,046163;3
356;193;4;10;32;34;42;46;0;0;0,200062;3
357;52;4;8;10;32;43;46;0;0;-0,271267;3
358;306;8;10;26;34;43;46;0;0;1,549606;3
359;283;8;10;18;32;43;46;0;0;1,856901;3
360;26;4;8;10;26;29;46;0;0;1,140322;3
361;78;4;8;18;29;34;46;0;0;0,457828;3
362;208;4;18;26;32;34;43;0;0;1,970339;3
363;174;4;10;26;32;34;46;0;0;1,501142;3
364;284;8;10;18;34;42;43;0;0;2,657361;3
365;41;4;8;10;29;34;42;0;0;2,919920;3
366;331;8;18;26;29;42;46;0;0;2,206802;3
367;372;8;26;34;42;43;46;0;0;0,842080;3
368;54;4;8;10;34;42;46;0;0;2,708754;3
369;441;18;26;29;34;42;43;0;0;2,128780;3
370;126;4;8;34;42;43;46;0;0;2,036911;3
371;376;8;29;32;42;43;46;0;0;1,130736;3
372;349;8;18;29;34;42;43;0;0;1,836930;3
373;186;4;10;29;32;42;46;0;0;2,928441;3
374;313;8;10;29;32;43;46;0;0;2,470693;3
375;67;4;8;18;26;34;43;0;0;3,262632;3
376;252;4;32;34;42;43;46;0;0;1,922940;3
377;450;18;29;32;34;42;43;0;0;0,651951;3
378;227;4;18;32;34;42;43;0;0;1,553600;3
379;34;4;8;10;26;42;43;0;0;1,131801;3
380;259;8;10;18;26;32;42;0;0;1,213551;3
381;148;4;10;18;29;34;46;0;0;2,456846;3
382;163;4;10;26;29;32;42;0;0;0,918771;3
383;71;4;8;18;26;43;46;0;0;2,291482;3
384;59;4;8;18;26;29;42;0;0;2,644046;3
385;139;4;10;18;26;42;43;0;0;2,230768;3
386;84;4;8;18;32;34;46;0;0;2,076588;3
387;418;10;26;29;32;42;46;0;0;2,686120;3
388;107;4;8;26;32;43;46;0;0;0,025910;3
389;412;10;18;32;42;43;46;0;0;1,101444;3
390;65;4;8;18;26;32;46;0;0;2,807014;3
391;281;8;10;18;32;42;43;0;0;1,406077;3
392;400;10;18;29;32;34;43;0;0;0,714529;3
393;336;8;18;26;32;42;43;0;0;1,386372;3
394;40;4;8;10;29;32;46;0;0;0,532122;3
395;120;4;8;29;34;43;46;0;0;0,061859;3
396;168;4;10;26;29;34;46;0;0;2,450988;3
397;74;4;8;18;29;32;43;0;0;1,561322;3
398;451;18;29;32;34;42;46;0;0;2,770000;3
399;231;4;18;34;42;43;46;0;0;0,516677;3
400;337;8;18;26;32;42;46;0;0;3,344382;3
401;219;4;18;29;32;34;46;0;0;0,772846;3
402;185;4;10;29;32;42;43;0;0;2,094429;3
403;23;4;8;10;26;29;34;0;0;1,838793;3
404;314;8;10;29;34;42;43;0;0;2,292547;3
405;201;4;18;26;29;34;42;0;0;3,655405;3
406;161;4;10;18;42;43;46;0;0;0,063217;4
407;419;10;26;29;32;43;46;0;0;1,688101;4
408;320;8;10;32;34;43;46;0;0;0,413917;4
409;338;8;18;26;32;43;46;0;0;-0,650167;4
410;180;4;10;26;34;43;46;0;0;-1,368876;4
411;2;4;8;10;18;26;32;0;0;0,370778;4
412;457;26;29;32;34;42;46;0;0;0,294088;4
413;271;8;10;18;29;32;46;0;0;1,231951;4
414;87;4;8;18;32;43;46;0;0;-0,673334;4
415;137;4;10;18;26;34;43;0;0;-2,581282;4
416;238;4;26;29;34;42;43;0;0;0,554783;4
417;176;4;10;26;32;42;46;0;0;0,974718;4
418;229;4;18;32;34;43;46;0;0;0,236570;4
419;286;8;10;18;34;43;46;0;0;1,267367;4
420;399;10;18;29;32;34;42;0;0;-0,416367;4
421;396;10;18;26;34;42;46;0;0;0,151891;4
422;402;10;18;29;32;42;43;0;0;-0,885831;4
423;304;8;10;26;34;42;43;0;0;-0,415035;4
424;60;4;8;18;26;29;43;0;0;1,013330;4
425;358;8;26;29;32;34;42;0;0;0,766747;4
426;438;18;26;29;32;42;43;0;0;0,929449;4
427;103;4;8;26;32;34;43;0;0;-0,682654;4
428;240;4;26;29;34;43;46;0;0;1,119045;4
429;218;4;18;29;32;34;43;0;0;0,599253;4
430;222;4;18;29;32;43;46;0;0;-1,052794;4
431;100;4;8;26;29;42;46;0;0;0,131652;4
432;303;8;10;26;32;43;46;0;0;1,364030;4
433;301;8;10;26;32;42;43;0;0;0,786187;4
434;195;4;10;32;42;43;46;0;0;1,354710;4
435;277;8;10;18;29;43;46;0;0;0,630675;4
436;11;4;8;10;18;29;46;0;0;-1,228809;4
437;348;8;18;29;32;43;46;0;0;-1,266089;4
438;409;10;18;32;34;42;43;0;0;1,296127;4
439;285;8;10;18;34;42;46;0;0;1,055669;4
440;27;4;8;10;26;32;34;0;0;-0,200940;4
441;316;8;10;29;34;43;46;0;0;1,250858;4
442;88;4;8;18;34;42;43;0;0;-0,160198;4
443;330;8;18;26;29;42;43;0;0;-0,136232;4
444;61;4;8;18;26;29;46;0;0;1,466816;4
445;300;8;10;26;32;34;46;0;0;0,720680;4
446;339;8;18;26;34;42;43;0;0;0,216332;4
447;354;8;18;32;34;42;46;0;0;0,237369;4
448;37;4;8;10;29;32;34;0;0;-0,348463;4
449;96;4;8;26;29;34;42;0;0;0,003834;4
450;377;8;29;34;42;43;46;0;0;-0,707951;4
451;247;4;29;32;34;42;43;0;0;-0,725259;4
452;220;4;18;29;32;42;43;0;0;-0,690642;4
453;123;4;8;32;34;42;46;0;0;-0,749492;4
454;253;8;10;18;26;29;32;0;0;1,517944;4
455;346;8;18;29;32;42;43;0;0;1,538714;4
456;322;8;10;34;42;43;46;0;0;2,795058;4
457;32;4;8;10;26;34;43;0;0;1,048480;4
458;393;10;18;26;32;42;46;0;0;-0,816596;4
459;226;4;18;29;42;43;46;0;0;-1,314287;4
460;256;8;10;18;26;29;43;0;0;0,001970;4
461;140;4;10;18;26;42;46;0;0;0,854090;4
462;216;4;18;26;42;43;46;0;0;-1,215229;4
